city,confirm,critical,date,dead,province,severe
通化,1,0,2020-01-31,0,吉林省,0
四平,1,0,2020-01-31,0,吉林省,0
公主岭,1,0,2020-01-31,0,吉林省,0
银川,15,0,2020-01-31,0,宁夏,0
吴忠,6,0,2020-01-31,0,宁夏,0
固原,2,0,2020-01-31,0,宁夏,0
中卫,2,0,2020-01-31,0,宁夏,0
宁东管委会,1,0,2020-01-31,0,宁夏,0
外地来沪,68,0,2020-01-31,0,上海市,0
浦东,27,0,2020-01-31,0,上海市,0
静安,8,0,2020-01-31,0,上海市,0
闵行,7,0,2020-01-31,0,上海市,0
长宁,6,0,2020-01-31,0,上海市,0
黄浦,5,0,2020-01-31,0,上海市,0
徐汇,5,0,2020-01-31,0,上海市,0
虹口,5,0,2020-01-31,0,上海市,0
宝山,5,0,2020-01-31,0,上海市,0
奉贤,5,0,2020-01-31,0,上海市,0
松江,3,0,2020-01-31,0,上海市,0
普陀,2,0,2020-01-31,0,上海市,0
杨浦,2,0,2020-01-31,0,上海市,0
嘉定,2,0,2020-01-31,0,上海市,0
青浦,2,0,2020-01-31,0,上海市,0
金山,1,0,2020-01-31,0,上海市,0
成都,72,0,2020-01-31,0,四川省,0
南充,16,0,2020-01-31,0,四川省,0
广安,16,0,2020-01-31,0,四川省,0
绵阳,12,0,2020-01-31,0,四川省,0
内江,10,0,2020-01-31,0,四川省,0
自贡,9,0,2020-01-31,0,四川省,0
达州,9,0,2020-01-31,0,四川省,0
巴中,8,0,2020-01-31,0,四川省,0
攀枝花,7,0,2020-01-31,0,四川省,0
德阳,7,0,2020-01-31,0,四川省,0
宜宾,7,0,2020-01-31,0,四川省,0
泸州,5,0,2020-01-31,0,四川省,0
遂宁,5,0,2020-01-31,0,四川省,0
雅安,5,0,2020-01-31,0,四川省,0
甘孜州,5,0,2020-01-31,0,四川省,0
凉山州,5,0,2020-01-31,0,四川省,0
广元,2,0,2020-01-31,0,四川省,0
乐山,2,0,2020-01-31,0,四川省,0
眉山,2,0,2020-01-31,0,四川省,0
资阳,2,0,2020-01-31,0,四川省,0
阿坝州,1,0,2020-01-31,0,四川省,0
昆明,30,0,2020-01-31,0,云南省,0
西双版纳州,12,0,2020-01-31,0,云南省,0
玉溪,7,0,2020-01-31,0,云南省,0
保山,7,0,2020-01-31,0,云南省,0
昭通,6,0,2020-01-31,0,云南省,0
大理州,6,0,2020-01-31,0,云南省,0
丽江,6,0,2020-01-31,0,云南省,0
曲靖,5,0,2020-01-31,0,云南省,0
红河州,4,0,2020-01-31,0,云南省,0
普洱,4,0,2020-01-31,0,云南省,0
德宏州,3,0,2020-01-31,0,云南省,0
临沧,1,0,2020-01-31,0,云南省,0
东城,3,0,2020-01-31,0,北京市,0
西城,17,0,2020-01-31,0,北京市,0
朝阳,27,0,2020-01-31,0,北京市,0
海淀,35,0,2020-01-31,0,北京市,0
丰台,12,0,2020-01-31,0,北京市,0
石景山,3,0,2020-01-31,0,北京市,0
门头沟,1,0,2020-01-31,0,北京市,0
通州,13,0,2020-01-31,0,北京市,0
顺义,2,0,2020-01-31,0,北京市,0
大兴,19,0,2020-01-31,0,北京市,0
昌平,12,0,2020-01-31,0,北京市,0
外地来京人员,11,0,2020-01-31,0,北京市,0
兰州,20,1,2020-01-31,0,甘肃省,5
白银,1,0,2020-01-31,0,甘肃省,0
临夏州,2,0,2020-01-31,0,甘肃省,0
定西,2,0,2020-01-31,0,甘肃省,0
张掖,2,0,2020-01-31,0,甘肃省,0
陇南,3,0,2020-01-31,0,甘肃省,0
金昌,1,0,2020-01-31,0,甘肃省,0
天水,3,0,2020-01-31,0,甘肃省,0
平凉,1,0,2020-01-31,0,甘肃省,0
贵阳,4,0,2020-01-31,1,贵州省,0
遵义,4,0,2020-01-31,0,贵州省,0
六盘水,8,0,2020-01-31,0,贵州省,0
毕节,3,0,2020-01-31,0,贵州省,0
铜仁,3,0,2020-01-31,1,贵州省,0
黔东南州,2,0,2020-01-31,0,贵州省,0
黔南州,4,0,2020-01-31,0,贵州省,0
黔西南州,1,0,2020-01-31,0,贵州省,0
郑州,56,0,2020-01-31,0,河南省,0
开封,8,0,2020-01-31,0,河南省,0
洛阳,5,0,2020-01-31,0,河南省,0
平顶山,11,0,2020-01-31,0,河南省,0
安阳,24,0,2020-01-31,0,河南省,0
鹤壁,6,0,2020-01-31,0,河南省,0
新乡,21,0,2020-01-31,0,河南省,0
焦作,2,0,2020-01-31,0,河南省,0
濮阳,3,0,2020-01-31,0,河南省,0
许昌,12,0,2020-01-31,0,河南省,0
漯河,14,0,2020-01-31,0,河南省,0
三门峡,7,0,2020-01-31,0,河南省,0
南阳,66,0,2020-01-31,0,河南省,0
商丘,29,0,2020-01-31,0,河南省,0
周口,38,0,2020-01-31,0,河南省,0
信阳,70,0,2020-01-31,0,河南省,0
驻马店,40,0,2020-01-31,0,河南省,0
滑,1,0,2020-01-31,0,河南省,0
长垣,2,0,2020-01-31,0,河南省,0
永城,7,0,2020-01-31,0,河南省,0
南京,28,0,2020-01-31,2,江苏省,0
无锡,13,0,2020-01-31,0,江苏省,0
徐州,23,0,2020-01-31,0,江苏省,0
常州,14,0,2020-01-31,0,江苏省,0
苏州,34,0,2020-01-31,2,江苏省,1
南通,12,0,2020-01-31,0,江苏省,0
连云港,13,0,2020-01-31,1,江苏省,0
淮安,12,0,2020-01-31,0,江苏省,0
盐城,13,0,2020-01-31,0,江苏省,0
扬州,13,0,2020-01-31,0,江苏省,0
镇江,2,0,2020-01-31,0,江苏省,1
泰州,17,0,2020-01-31,0,江苏省,0
宿迁,8,0,2020-01-31,0,江苏省,0
沈阳,13,0,2020-01-31,0,辽宁省,0
大连,8,0,2020-01-31,1,辽宁省,0
鞍山,1,0,2020-01-31,0,辽宁省,0
本溪,3,0,2020-01-31,0,辽宁省,0
丹东,5,0,2020-01-31,0,辽宁省,0
锦州,7,0,2020-01-31,0,辽宁省,0
营口,1,0,2020-01-31,0,辽宁省,0
阜新,1,0,2020-01-31,0,辽宁省,0
辽阳,1,0,2020-01-31,0,辽宁省,0
铁岭,2,0,2020-01-31,0,辽宁省,0
朝阳,6,0,2020-01-31,0,辽宁省,0
盘锦,7,0,2020-01-31,0,辽宁省,0
葫芦岛,5,0,2020-01-31,0,辽宁省,0
西宁,9,0,2020-01-31,0,青海省,0
西安,39,0,2020-01-31,0,陕西省,0
宝鸡,6,0,2020-01-31,0,陕西省,0
咸阳,8,0,2020-01-31,0,陕西省,0
铜川,5,0,2020-01-31,0,陕西省,0
渭南,5,0,2020-01-31,0,陕西省,0
延安,7,0,2020-01-31,0,陕西省,0
榆林,1,0,2020-01-31,0,陕西省,0
汉中,13,0,2020-01-31,0,陕西省,0
安康,14,0,2020-01-31,0,陕西省,0
商洛,2,0,2020-01-31,0,陕西省,0
韩城,1,0,2020-01-31,0,陕西省,0
乌鲁木齐,8,1,2020-01-31,0,新疆,2
伊犁州,5,0,2020-01-31,0,新疆,2
吐鲁番,1,0,2020-01-31,0,新疆,0
阿克苏地,1,0,2020-01-31,0,新疆,0
兵团第七师,1,0,2020-01-31,0,新疆,0
兵团第八师石河子,1,0,2020-01-31,0,新疆,0
兵团第九师,1,0,2020-01-31,0,新疆,0
杭州,98,0,2020-01-31,0,浙江省,9
宁波,55,0,2020-01-31,1,浙江省,1
温州,241,0,2020-01-31,8,浙江省,18
湖州,6,0,2020-01-31,0,浙江省,0
嘉兴,18,0,2020-01-31,0,浙江省,2
绍兴,24,0,2020-01-31,0,浙江省,5
金华,34,0,2020-01-31,3,浙江省,5
衢州,13,0,2020-01-31,0,浙江省,3
舟山,7,0,2020-01-31,1,浙江省,0
台州,95,0,2020-01-31,1,浙江省,6
丽水,8,0,2020-01-31,1,浙江省,2
合肥,50,0,2020-01-30,0,安徽省,0
淮北,2,0,2020-01-30,0,安徽省,0
亳州,20,0,2020-01-30,0,安徽省,0
宿州,10,0,2020-01-30,0,安徽省,0
蚌埠,15,0,2020-01-30,0,安徽省,0
阜阳,38,0,2020-01-30,0,安徽省,0
淮南,6,0,2020-01-30,0,安徽省,0
滁州,4,0,2020-01-30,0,安徽省,0
六安,9,0,2020-01-30,0,安徽省,0
马鞍山,14,0,2020-01-30,0,安徽省,0
芜湖,14,0,2020-01-30,0,安徽省,0
宣城,4,0,2020-01-30,0,安徽省,0
铜陵,14,0,2020-01-30,0,安徽省,0
池州,4,0,2020-01-30,0,安徽省,0
安庆,18,0,2020-01-30,0,安徽省,0
黄山,9,0,2020-01-30,0,安徽省,0
宿松,6,0,2020-01-30,0,安徽省,0
万州,28,1,2020-01-30,0,重庆市,2
黔江,2,0,2020-01-30,0,重庆市,0
涪陵,1,0,2020-01-30,0,重庆市,0
渝中,5,0,2020-01-30,0,重庆市,0
大渡口,6,0,2020-01-30,0,重庆市,2
江北,8,1,2020-01-30,0,重庆市,1
九龙坡,8,1,2020-01-30,0,重庆市,0
南岸,3,0,2020-01-30,0,重庆市,0
渝北,10,0,2020-01-30,0,重庆市,1
巴南,1,0,2020-01-30,0,重庆市,0
长寿,8,0,2020-01-30,0,重庆市,3
江津,3,0,2020-01-30,0,重庆市,1
合川,6,0,2020-01-30,0,重庆市,0
永川,3,0,2020-01-30,0,重庆市,0
綦江,4,0,2020-01-30,0,重庆市,1
大足,4,0,2020-01-30,0,重庆市,0
璧山,6,0,2020-01-30,0,重庆市,2
铜梁,2,1,2020-01-30,0,重庆市,0
潼南,2,0,2020-01-30,0,重庆市,0
荣昌,1,0,2020-01-30,0,重庆市,0
开州,16,0,2020-01-30,0,重庆市,0
梁平,2,0,2020-01-30,0,重庆市,0
武隆,1,0,2020-01-30,0,重庆市,0
城口,1,0,2020-01-30,0,重庆市,0
丰都,3,0,2020-01-30,0,重庆市,1
垫江,8,0,2020-01-30,0,重庆市,1
忠,12,0,2020-01-30,0,重庆市,1
云阳,15,0,2020-01-30,0,重庆市,1
奉节,5,0,2020-01-30,0,重庆市,1
巫山,6,0,2020-01-30,0,重庆市,0
巫溪,9,0,2020-01-30,0,重庆市,0
石柱,7,0,2020-01-30,0,重庆市,0
秀山,1,0,2020-01-30,0,重庆市,0
两江新区,9,0,2020-01-30,0,重庆市,0
广州,106,0,2020-01-30,0,广东省,0
深圳,110,0,2020-01-30,0,广东省,0
珠海,26,0,2020-01-30,0,广东省,0
汕头,12,0,2020-01-30,0,广东省,0
佛山,32,0,2020-01-30,0,广东省,0
韶关,4,0,2020-01-30,0,广东省,0
河源,1,0,2020-01-30,0,广东省,0
梅州,5,0,2020-01-30,0,广东省,0
惠州,17,0,2020-01-30,0,广东省,0
汕尾,3,0,2020-01-30,0,广东省,0
东莞,16,0,2020-01-30,0,广东省,0
中山,18,0,2020-01-30,0,广东省,0
江门,1,0,2020-01-30,0,广东省,0
阳江,10,0,2020-01-30,0,广东省,0
湛江,11,0,2020-01-30,0,广东省,0
茂名,3,0,2020-01-30,0,广东省,0
肇庆,6,0,2020-01-30,0,广东省,0
清远,6,0,2020-01-30,0,广东省,0
揭阳,6,0,2020-01-30,0,广东省,0
海口,9,0,2020-01-30,0,海南省,0
三亚,14,0,2020-01-30,0,海南省,0
儋州,5,0,2020-01-30,0,海南省,0
琼海,4,0,2020-01-30,0,海南省,0
万宁,8,0,2020-01-30,0,海南省,0
东方,1,0,2020-01-30,0,海南省,0
澄迈,2,0,2020-01-30,0,海南省,0
临高,1,0,2020-01-30,0,海南省,0
陵水,2,0,2020-01-30,0,海南省,0
琼中,1,0,2020-01-30,0,海南省,0
定安,1,0,2020-01-30,0,海南省,0
昌江,1,0,2020-01-30,0,海南省,0
郑州,50,0,2020-01-30,0,河南省,0
开封,6,0,2020-01-30,0,河南省,0
洛阳,3,0,2020-01-30,0,河南省,0
平顶山,10,0,2020-01-30,0,河南省,0
安阳,20,0,2020-01-30,0,河南省,0
鹤壁,6,0,2020-01-30,0,河南省,0
新乡,15,0,2020-01-30,0,河南省,0
焦作,2,0,2020-01-30,0,河南省,0
濮阳,3,0,2020-01-30,0,河南省,0
许昌,8,0,2020-01-30,0,河南省,0
漯河,13,0,2020-01-30,0,河南省,0
三门峡,6,0,2020-01-30,0,河南省,0
南阳,61,0,2020-01-30,0,河南省,0
商丘,27,0,2020-01-30,0,河南省,0
信阳,49,0,2020-01-30,0,河南省,0
周口,36,0,2020-01-30,0,河南省,0
驻马店,30,0,2020-01-30,0,河南省,0
滑,1,0,2020-01-30,0,河南省,0
长垣,2,0,2020-01-30,0,河南省,0
永城,4,0,2020-01-30,0,河南省,0
南京,25,0,2020-01-30,0,江苏省,0
无锡,12,0,2020-01-30,0,江苏省,0
徐州,20,0,2020-01-30,0,江苏省,0
常州,13,0,2020-01-30,0,江苏省,0
苏州,32,0,2020-01-30,0,江苏省,1
南通,10,0,2020-01-30,0,江苏省,0
连云港,9,0,2020-01-30,0,江苏省,0
淮安,10,0,2020-01-30,0,江苏省,0
盐城,8,0,2020-01-30,0,江苏省,0
扬州,8,0,2020-01-30,0,江苏省,0
镇江,2,0,2020-01-30,0,江苏省,1
泰州,12,0,2020-01-30,0,江苏省,0
宿迁,7,0,2020-01-30,0,江苏省,0
沈阳,10,0,2020-01-30,0,辽宁省,0
大连,7,0,2020-01-30,0,辽宁省,0
本溪,3,0,2020-01-30,0,辽宁省,0
丹东,5,0,2020-01-30,0,辽宁省,0
锦州,4,0,2020-01-30,0,辽宁省,0
营口,1,0,2020-01-30,0,辽宁省,0
辽阳,1,0,2020-01-30,0,辽宁省,0
铁岭,2,0,2020-01-30,0,辽宁省,0
朝阳,5,0,2020-01-30,0,辽宁省,0
盘锦,3,0,2020-01-30,0,辽宁省,0
葫芦岛,4,0,2020-01-30,0,辽宁省,0
晋中,9,0,2020-01-30,0,山西省,1
运城,8,0,2020-01-30,0,山西省,0
吕梁,5,0,2020-01-30,0,山西省,1
大同,5,0,2020-01-30,0,山西省,0
太原,4,0,2020-01-30,0,山西省,0
朔州,3,0,2020-01-30,0,山西省,0
长治,3,0,2020-01-30,0,山西省,0
阳泉,1,0,2020-01-30,0,山西省,0
临汾,1,0,2020-01-30,0,山西省,0
乌鲁木齐,8,0,2020-01-30,0,新疆,1
伊犁州,5,0,2020-01-30,0,新疆,1
吐鲁番,1,0,2020-01-30,0,新疆,0
阿克苏地,1,0,2020-01-30,0,新疆,0
兵团第七师,1,0,2020-01-30,0,新疆,0
兵团第八师石河子,1,0,2020-01-30,0,新疆,0
福州,32,0,2020-01-30,0,福建省,0
厦门,13,0,2020-01-30,0,福建省,0
漳州,8,0,2020-01-30,0,福建省,0
泉州,22,0,2020-01-30,0,福建省,0
三明,10,0,2020-01-30,0,福建省,0
莆田,22,0,2020-01-30,0,福建省,0
南平,3,0,2020-01-30,0,福建省,0
龙岩,1,0,2020-01-30,0,福建省,0
宁德,9,0,2020-01-30,0,福建省,0
南宁,16,0,2020-01-30,0,广西,0
柳州,11,0,2020-01-30,0,广西,0
桂林,18,0,2020-01-30,0,广西,0
梧州,4,0,2020-01-30,0,广西,0
北海,17,0,2020-01-30,0,广西,0
防城港,7,0,2020-01-30,0,广西,0
玉林,4,0,2020-01-30,0,广西,0
百色,2,0,2020-01-30,0,广西,0
河池,6,0,2020-01-30,0,广西,0
钦州,1,0,2020-01-30,0,广西,0
贺州,1,0,2020-01-30,0,广西,0
沧州,18,0,2020-01-30,0,河北省,2
石家庄,11,0,2020-01-30,0,河北省,2
保定,11,0,2020-01-30,0,河北省,0
廊坊,9,0,2020-01-30,0,河北省,0
邯郸,7,0,2020-01-30,0,河北省,1
邢台,7,0,2020-01-30,0,河北省,0
唐山,7,0,2020-01-30,0,河北省,0
张家口,6,0,2020-01-30,0,河北省,1
衡水,4,0,2020-01-30,0,河北省,1
承德,2,0,2020-01-30,0,河北省,0
武汉,2639,0,2020-01-30,0,湖北省,0
黄石,168,0,2020-01-30,0,湖北省,0
十堰,150,0,2020-01-30,0,湖北省,0
襄阳,286,0,2020-01-30,0,湖北省,0
宜昌,167,0,2020-01-30,0,湖北省,0
荆州,221,0,2020-01-30,0,湖北省,0
荆门,227,0,2020-01-30,0,湖北省,0
鄂州,189,0,2020-01-30,0,湖北省,0
孝感,541,0,2020-01-30,0,湖北省,0
黄冈,573,0,2020-01-30,0,湖北省,0
咸宁,166,0,2020-01-30,0,湖北省,0
随州,228,0,2020-01-30,0,湖北省,0
恩施州,75,0,2020-01-30,0,湖北省,0
仙桃,90,0,2020-01-30,0,湖北省,0
天门,67,0,2020-01-30,0,湖北省,0
潜江,12,0,2020-01-30,0,湖北省,0
神农架林区,7,0,2020-01-30,0,湖北省,0
南昌,67,0,2020-01-30,1,江西省,0
九江,42,0,2020-01-30,0,江西省,0
新余,28,0,2020-01-30,2,江西省,0
赣州,27,0,2020-01-30,0,江西省,0
宜春,26,0,2020-01-30,0,江西省,0
抚州,15,0,2020-01-30,0,江西省,0
上饶,12,0,2020-01-30,1,江西省,0
萍乡,8,0,2020-01-30,1,江西省,0
吉安,8,0,2020-01-30,1,江西省,0
鹰潭,4,0,2020-01-30,0,江西省,0
景德镇,3,0,2020-01-30,1,江西省,0
呼和浩特,2,0,2020-01-30,0,内蒙古,0
包头,3,0,2020-01-30,0,内蒙古,0
呼伦贝尔,2,0,2020-01-30,0,内蒙古,0
兴安盟乌兰浩特,1,0,2020-01-30,0,内蒙古,0
通辽,1,0,2020-01-30,0,内蒙古,0
赤峰,2,0,2020-01-30,0,内蒙古,0
锡林郭勒盟,2,0,2020-01-30,0,内蒙古,0
乌兰察布,2,0,2020-01-30,0,内蒙古,0
鄂尔多斯,3,0,2020-01-30,0,内蒙古,0
巴彦淖尔,2,0,2020-01-30,0,内蒙古,0
昆明,24,0,2020-01-30,0,云南省,0
丽江,6,0,2020-01-30,0,云南省,0
德宏州,3,0,2020-01-30,0,云南省,0
保山,6,0,2020-01-30,0,云南省,0
曲靖,5,0,2020-01-30,0,云南省,0
玉溪,6,0,2020-01-30,0,云南省,0
红河州,4,0,2020-01-30,0,云南省,0
西双版纳州,12,0,2020-01-30,0,云南省,0
大理州,6,0,2020-01-30,0,云南省,0
昭通,4,0,2020-01-30,0,云南省,0
普洱,4,0,2020-01-30,0,云南省,0
东城,3,0,2020-01-30,0,北京市,0
西城,13,0,2020-01-30,0,北京市,0
朝阳,22,0,2020-01-30,0,北京市,0
海淀,26,0,2020-01-30,0,北京市,0
丰台,11,0,2020-01-30,0,北京市,0
石景山,2,0,2020-01-30,0,北京市,0
门头沟,1,0,2020-01-30,0,北京市,0
通州,12,0,2020-01-30,0,北京市,0
顺义,2,0,2020-01-30,0,北京市,0
大兴,16,0,2020-01-30,0,北京市,0
昌平,12,0,2020-01-30,0,北京市,0
怀柔,1,0,2020-01-30,0,北京市,0
其他,11,0,2020-01-30,0,北京市,0
兰州,15,0,2020-01-30,0,甘肃省,3
白银,1,0,2020-01-30,0,甘肃省,0
临夏州,2,0,2020-01-30,0,甘肃省,0
定西,2,0,2020-01-30,0,甘肃省,0
张掖,2,0,2020-01-30,0,甘肃省,0
陇南,3,0,2020-01-30,0,甘肃省,0
金昌,1,0,2020-01-30,0,甘肃省,0
天水,2,0,2020-01-30,0,甘肃省,0
平凉,2,0,2020-01-30,0,甘肃省,0
贵阳,1,0,2020-01-30,0,贵州省,0
遵义,1,0,2020-01-30,0,贵州省,0
六盘水,4,0,2020-01-30,0,贵州省,0
毕节,1,0,2020-01-30,0,贵州省,0
铜仁,2,0,2020-01-30,0,贵州省,0
黔东南州,1,0,2020-01-30,0,贵州省,0
黔南州,4,0,2020-01-30,0,贵州省,0
黔西南州,1,0,2020-01-30,0,贵州省,0
哈尔滨,18,0,2020-01-30,0,黑龙江省,0
齐齐哈尔,3,0,2020-01-30,0,黑龙江省,0
牡丹江,2,0,2020-01-30,0,黑龙江省,0
佳木斯,8,0,2020-01-30,0,黑龙江省,0
大庆,7,0,2020-01-30,0,黑龙江省,0
鸡西,2,0,2020-01-30,0,黑龙江省,0
双鸭山,1,0,2020-01-30,0,黑龙江省,0
七台河,3,0,2020-01-30,0,黑龙江省,0
鹤岗,1,0,2020-01-30,0,黑龙江省,0
绥化,12,0,2020-01-30,0,黑龙江省,0
大兴安岭地,2,0,2020-01-30,0,黑龙江省,0
长沙,68,0,2020-01-30,0,湖南省,6
衡阳,25,0,2020-01-30,0,湖南省,1
株洲,19,0,2020-01-30,0,湖南省,3
湘潭,10,0,2020-01-30,0,湖南省,0
邵阳,36,0,2020-01-30,0,湖南省,5
岳阳,37,0,2020-01-30,0,湖南省,2
常德,37,0,2020-01-30,0,湖南省,3
张家界,1,0,2020-01-30,0,湖南省,0
益阳,20,0,2020-01-30,0,湖南省,3
郴州,12,0,2020-01-30,0,湖南省,0
永州,16,0,2020-01-30,0,湖南省,2
怀化,26,0,2020-01-30,0,湖南省,7
娄底,20,0,2020-01-30,0,湖南省,1
湘西自治州,5,0,2020-01-30,0,湖南省,1
长春,3,0,2020-01-30,0,吉林省,0
吉林,3,0,2020-01-30,0,吉林省,0
松原,2,0,2020-01-30,0,吉林省,0
四平,1,0,2020-01-30,0,吉林省,0
公主岭,1,0,2020-01-30,0,吉林省,0
通化,1,0,2020-01-30,0,吉林省,0
延边州,2,0,2020-01-30,0,吉林省,0
银川,11,0,2020-01-30,0,宁夏,0
吴忠,5,0,2020-01-30,0,宁夏,0
固原,2,0,2020-01-30,0,宁夏,0
中卫,2,0,2020-01-30,0,宁夏,0
灵武,1,0,2020-01-30,0,宁夏,0
浦东,22,0,2020-01-30,0,上海市,0
长宁,6,0,2020-01-30,0,上海市,0
静安,8,0,2020-01-30,0,上海市,0
徐汇,5,0,2020-01-30,0,上海市,0
虹口,4,0,2020-01-30,0,上海市,0
闵行,5,0,2020-01-30,0,上海市,0
青浦,2,0,2020-01-30,0,上海市,0
杨浦,1,0,2020-01-30,0,上海市,0
金山,1,0,2020-01-30,0,上海市,0
黄埔,4,0,2020-01-30,0,上海市,0
松江,3,0,2020-01-30,0,上海市,0
宝山,2,0,2020-01-30,0,上海市,0
嘉定,2,0,2020-01-30,0,上海市,0
奉贤,5,0,2020-01-30,0,上海市,0
其他,58,0,2020-01-30,0,上海市,0
成都,69,0,2020-01-30,0,四川省,0
广安,13,0,2020-01-30,0,四川省,0
绵阳,11,0,2020-01-30,0,四川省,0
南充,11,0,2020-01-30,0,四川省,0
自贡,9,0,2020-01-30,0,四川省,0
达州,8,0,2020-01-30,0,四川省,0
德阳,7,0,2020-01-30,0,四川省,0
宜宾,7,0,2020-01-30,0,四川省,0
内江,6,0,2020-01-30,0,四川省,0
泸州,5,0,2020-01-30,0,四川省,0
遂宁,5,0,2020-01-30,0,四川省,0
巴中,5,0,2020-01-30,0,四川省,0
甘孜州,5,0,2020-01-30,0,四川省,0
雅安,3,0,2020-01-30,0,四川省,0
凉山州,3,0,2020-01-30,0,四川省,0
广元,2,0,2020-01-30,0,四川省,0
乐山,2,0,2020-01-30,0,四川省,0
眉山,2,0,2020-01-30,0,四川省,0
资阳,2,0,2020-01-30,0,四川省,0
攀枝花,1,0,2020-01-30,0,四川省,0
阿坝州,1,0,2020-01-30,0,四川省,0
杭州,85,0,2020-01-30,0,浙江省,11
宁波,46,0,2020-01-30,0,浙江省,1
温州,227,0,2020-01-30,7,浙江省,14
湖州,6,0,2020-01-30,0,浙江省,0
嘉兴,16,0,2020-01-30,0,浙江省,5
绍兴,23,0,2020-01-30,0,浙江省,5
金华,27,0,2020-01-30,0,浙江省,5
衢州,12,0,2020-01-30,0,浙江省,1
舟山,7,0,2020-01-30,1,浙江省,0
台州,81,0,2020-01-30,0,浙江省,6
丽水,7,0,2020-01-30,1,浙江省,2
合肥,39,0,2020-01-29,1,安徽省,0
淮北,2,0,2020-01-29,0,安徽省,0
亳州,20,0,2020-01-29,0,安徽省,0
宿州,10,0,2020-01-29,0,安徽省,0
蚌埠,8,0,2020-01-29,0,安徽省,0
阜阳,28,0,2020-01-29,0,安徽省,0
淮南,6,0,2020-01-29,0,安徽省,0
滁州,4,0,2020-01-29,0,安徽省,0
六安,8,0,2020-01-29,0,安徽省,0
马鞍山,14,0,2020-01-29,0,安徽省,0
芜湖,14,0,2020-01-29,0,安徽省,0
宣城,4,0,2020-01-29,0,安徽省,0
铜陵,10,0,2020-01-29,0,安徽省,0
池州,2,0,2020-01-29,0,安徽省,0
安庆,18,0,2020-01-29,0,安徽省,0
黄山,7,0,2020-01-29,0,安徽省,0
宿松,6,0,2020-01-29,0,安徽省,0
万州,24,1,2020-01-29,0,重庆市,3
黔江,1,0,2020-01-29,0,重庆市,0
涪陵,1,0,2020-01-29,0,重庆市,0
渝中,2,0,2020-01-29,0,重庆市,0
大渡口,6,0,2020-01-29,0,重庆市,2
江北,6,1,2020-01-29,0,重庆市,1
九龙坡,5,1,2020-01-29,0,重庆市,0
南岸,2,0,2020-01-29,0,重庆市,0
渝北,7,0,2020-01-29,0,重庆市,1
巴南,1,0,2020-01-29,0,重庆市,0
长寿,7,0,2020-01-29,0,重庆市,3
江津,3,0,2020-01-29,0,重庆市,1
合川,6,0,2020-01-29,0,重庆市,0
永川,3,0,2020-01-29,0,重庆市,1
綦江,4,0,2020-01-29,0,重庆市,1
大足,2,0,2020-01-29,0,重庆市,0
璧山,4,0,2020-01-29,0,重庆市,2
铜梁,2,1,2020-01-29,0,重庆市,0
潼南,2,0,2020-01-29,0,重庆市,0
开州,13,0,2020-01-29,0,重庆市,0
梁平,1,0,2020-01-29,0,重庆市,0
武隆,1,0,2020-01-29,0,重庆市,0
城口,1,0,2020-01-29,0,重庆市,0
丰都,3,0,2020-01-29,0,重庆市,0
垫江,5,0,2020-01-29,0,重庆市,1
忠,11,0,2020-01-29,0,重庆市,1
云阳,12,0,2020-01-29,0,重庆市,1
奉节,4,0,2020-01-29,0,重庆市,0
巫山,5,0,2020-01-29,1,重庆市,0
巫溪,5,0,2020-01-29,0,重庆市,0
石柱,7,0,2020-01-29,0,重庆市,0
秀山,1,0,2020-01-29,0,重庆市,0
两江新区,8,0,2020-01-29,0,重庆市,0
深圳,86,0,2020-01-29,0,广东省,0
广州,79,0,2020-01-29,0,广东省,0
佛山,25,0,2020-01-29,0,广东省,0
珠海,18,0,2020-01-29,0,广东省,0
惠州,17,0,2020-01-29,0,广东省,0
中山,16,0,2020-01-29,0,广东省,0
汕头,12,0,2020-01-29,0,广东省,0
阳江,10,0,2020-01-29,0,广东省,0
湛江,9,0,2020-01-29,0,广东省,0
东莞,7,0,2020-01-29,0,广东省,0
清远,6,0,2020-01-29,0,广东省,0
揭阳,6,0,2020-01-29,0,广东省,0
肇庆,5,0,2020-01-29,0,广东省,0
梅州,5,0,2020-01-29,0,广东省,0
韶关,4,0,2020-01-29,0,广东省,0
茂名,3,0,2020-01-29,0,广东省,0
江门,1,0,2020-01-29,0,广东省,0
汕尾,1,0,2020-01-29,0,广东省,0
河源,1,0,2020-01-29,0,广东省,0
沧州,12,0,2020-01-29,0,河北,3
石家庄,11,0,2020-01-29,0,河北,2
廊坊,9,0,2020-01-29,0,河北,1
保定,7,0,2020-01-29,0,河北,0
张家口,6,0,2020-01-29,0,河北,1
邯郸,6,0,2020-01-29,0,河北,0
邢台,5,0,2020-01-29,0,河北,0
衡水,4,0,2020-01-29,0,河北,1
唐山,3,0,2020-01-29,0,河北,0
承德,2,0,2020-01-29,0,河北,0
武汉,2261,0,2020-01-29,0,湖北省,0
黄石,113,0,2020-01-29,0,湖北省,0
十堰,119,0,2020-01-29,0,湖北省,0
襄阳,163,0,2020-01-29,0,湖北省,0
宜昌,117,0,2020-01-29,0,湖北省,0
荆州,151,0,2020-01-29,0,湖北省,0
荆门,191,0,2020-01-29,0,湖北省,0
鄂州,123,0,2020-01-29,0,湖北省,0
孝感,399,0,2020-01-29,0,湖北省,0
黄冈,496,0,2020-01-29,0,湖北省,0
